,Player,Nation,Pos,Squad,Age,Born,Playing Time | MP,Playing Time | Starts,Playing Time | Min,Playing Time | 90s,Performance | Gls,Performance | Ast,Performance | G-PK,Performance | PK,Performance | PKatt,Performance | CrdY,Performance | CrdR,Per 90 Minutes | Gls,Per 90 Minutes | Ast,Per 90 Minutes | G+A,Per 90 Minutes | G-PK,Per 90 Minutes | G+A-PK,Expected | xG,Expected | npxG,Expected | xAG,Expected | npxG+xAG,Per 90 Minutes | xG,Per 90 Minutes | xAG,Per 90 Minutes | xG+xAG,Per 90 Minutes | npxG,Per 90 Minutes | npxG+xAG,Total | Cmp,Total | Att,Total | Cmp%,Total | TotDist,Total | PrgDist,Short | Cmp,Short | Att,Short | Cmp%,Medium | Cmp,Medium | Att,Medium | Cmp%,Long | Cmp,Long | Att,Long | Cmp%,Ast,xAG,xA,A-xAG,KP,1/3,PPA,CrsPA,Prog,Att,Pass Types | Live,Pass Types | Dead,Pass Types | FK,Pass Types | TB,Pass Types | Sw,Pass Types | Crs,Pass Types | TI,Pass Types | CK,Corner Kicks | In,Corner Kicks | Out,Corner Kicks | Str,Outcomes | Cmp,Outcomes | Off,Outcomes | Blocks,SCA | SCA,SCA | SCA90,SCA Types | PassLive,SCA Types | PassDead,SCA Types | Drib,SCA Types | Sh,SCA Types | Fld,SCA Types | Def,GCA | GCA,GCA | GCA90,GCA Types | PassLive,GCA Types | PassDead,GCA Types | Drib,GCA Types | Sh,GCA Types | Fld,GCA Types | Def,Tackles | Tkl,Tackles | TklW,Tackles | Def 3rd,Tackles | Mid 3rd,Tackles | Att 3rd,Vs Dribbles | Tkl,Vs Dribbles | Att,Vs Dribbles | Tkl%,Vs Dribbles | Past,Blocks | Blocks,Blocks | Sh,Blocks | Pass,Int,Tkl+Int,Clr,Err,Touches | Touches,Touches | Def Pen,Touches | Def 3rd,Touches | Mid 3rd,Touches | Att 3rd,Touches | Att Pen,Touches | Live,Dribbles | Succ,Dribbles | Att,Dribbles | Succ%,Dribbles | Mis,Dribbles | Dis,Receiving | Rec,Receiving | Prog,Playing Time | Mn/MP,Playing Time | Min%,Starts | Mn/Start,Starts | Compl,Subs | Subs,Subs | Mn/Sub,Subs | unSub,Team Success | PPM,Team Success | onG,Team Success | onGA,Team Success | +/-,Team Success | +/-90,Team Success | On-Off,Team Success (xG) | onxG,Team Success (xG) | onxGA,Team Success (xG) | xG+/-,Team Success (xG) | xG+/-90,Team Success (xG) | On-Off,Performance | 2CrdY,Performance | Fls,Performance | Fld,Performance | Off,Crs,TklW,Performance | PKwon,Performance | PKcon,Performance | OG,Performance | Recov,Aerial Duels | Won,Aerial Duels | Lost,Aerial Duels | Won%,Gls,Standard | Sh,Standard | SoT,Standard | SoT%,Standard | Sh/90,Standard | SoT/90,Standard | G/Sh,Standard | G/SoT,Standard | Dist,Standard | FK,Expected | npxG/Sh,Expected | G-xG,Expected | np:G-xG
434,Billy Sharp,ENG,FW,Sheffield Utd,34,1986,16,7,735,8.2,3,0,1,2,2,1,0,0.37,0.0,0.37,0.12,0.12,3.0,1.5,0.5,2.0,0.37,0.07,0.44,0.18,0.24,85,123,69.1,1003,155,53,69,76.8,24,33,72.7,0,1,0.0,0,0.5,0.6,-0.5,4,1,3,0,4,123,109,11,1,1,0,8,0,0,0,0,0,85,3,6,6,0.73,6,0,0,0,0,0,0,0.0,0,0,0,0,0,0,5,1,0,3,2,2,9,22.2,7,2,0,2,0,5,2,0,186,1,6,61,119,31,184,5,12,41.7,18,16,137,54,46,21.5,82.0,4,9,18.0,9,0.63,6,15,-9,-1.1,0.04,8.3,14.4,-6.1,-0.74,0.04,0,14,14,11,8,1,0,0,0,14,11,28,28.2,3,7,4,57.1,0.86,0.49,0.14,0.25,16.5,0,0.21,0.0,-0.5
435,Luke Shaw,ENG,DF,Manchester Utd,25,1995,32,30,2654,29.5,1,5,1,0,0,8,0,0.03,0.17,0.2,0.03,0.2,0.6,0.6,6.4,7.0,0.02,0.22,0.24,0.02,0.24,1650,2068,79.8,23339,9202,989,1082,91.4,483,588,82.1,99,212,46.7,5,6.4,6.0,-1.4,72,103,42,14,116,2068,1674,386,27,0,2,189,262,97,49,42,0,1650,8,54,112,3.8,72,33,2,1,4,0,9,0.31,6,2,0,0,1,0,44,28,21,16,7,21,36,58.3,15,34,9,25,20,64,44,2,2267,83,530,914,861,63,2267,36,56,64.3,25,21,1424,102,83,77.6,87.0,27,2,27.0,2,1.84,51,33,18,0.61,-0.68,41.3,32.8,8.5,0.29,-0.89,0,42,28,3,189,28,0,0,1,187,38,28,57.6,1,11,6,54.5,0.37,0.2,0.09,0.17,17.3,0,0.05,0.4,0.4
436,Jonjo Shelvey,ENG,MF,Newcastle Utd,28,1992,30,29,2617,29.1,1,3,1,0,0,7,0,0.03,0.1,0.14,0.03,0.14,2.5,2.5,3.0,5.5,0.09,0.1,0.19,0.09,0.19,1092,1499,72.8,23397,7463,389,457,85.1,450,552,81.5,227,416,54.6,3,3.0,2.3,0.0,37,143,21,4,93,1499,1345,150,88,1,48,94,0,48,16,12,12,1092,4,21,77,2.65,40,25,1,6,1,4,8,0.28,4,4,0,0,0,0,39,14,18,19,2,10,37,27.0,27,26,14,12,36,75,42,0,1729,78,470,997,282,22,1729,20,26,76.9,19,5,1083,20,87,76.5,89.0,28,1,26.0,3,1.33,41,46,-5,-0.17,1.06,36.4,44.4,-7.9,-0.27,0.51,0,31,10,0,94,14,0,0,0,181,27,22,55.1,1,42,9,21.4,1.44,0.31,0.02,0.11,24.3,11,0.06,-1.5,-1.5
437,Shola Shoretire,ENG,FW,Manchester Utd,16,2004,2,0,11,0.1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,6,83.3,57,6,3,3,100.0,1,1,100.0,0,0,0.0,0,0.0,0.0,0.0,0,1,0,0,0,6,6,0,0,0,0,0,0,0,0,0,0,5,0,1,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,11,0,1,6,4,0,11,0,0,0.0,2,0,9,2,6,0.3,0.0,0,2,6.0,3,3.0,0,0,0,0.0,-0.77,0.0,0.1,-0.1,-1.15,-1.64,0,0,0,0,0,0,0,0,0,1,1,1,50.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
438,Gylfi Sigurdsson,ISL,"MF,FW",Everton,30,1989,36,24,2253,25.0,6,5,3,3,4,2,0,0.24,0.2,0.44,0.12,0.32,6.5,3.4,3.8,7.2,0.26,0.15,0.41,0.13,0.29,758,963,78.7,12289,3248,378,429,88.1,268,307,87.3,69,141,48.9,5,3.8,3.5,1.2,44,55,22,5,57,963,827,130,34,2,1,100,4,60,40,16,2,758,6,19,75,2.99,42,23,2,6,2,0,7,0.28,4,2,0,1,0,0,30,20,9,14,7,13,44,29.5,31,31,2,29,34,64,21,1,1210,37,219,576,423,44,1206,14,26,53.8,45,28,740,65,63,65.9,81.0,12,12,25.0,2,1.64,29,29,0,0.0,0.08,25.8,31.2,-5.4,-0.21,-0.29,0,22,18,0,100,20,0,0,0,119,5,11,31.3,6,45,13,28.9,1.8,0.52,0.07,0.23,22.8,7,0.07,-0.5,-0.4
439,Bernardo Silva,POR,"MF,FW",Manchester City,25,1994,26,24,2065,22.9,2,6,2,0,0,5,0,0.09,0.26,0.35,0.09,0.35,2.8,2.8,3.8,6.5,0.12,0.16,0.29,0.12,0.29,1287,1434,89.7,18862,3005,718,758,94.7,419,461,90.9,78,98,79.6,6,3.8,2.8,2.2,26,71,31,1,68,1434,1363,66,14,1,7,32,25,19,2,3,0,1287,5,21,84,3.66,69,3,5,4,2,1,12,0.52,11,0,0,1,0,0,26,14,7,12,7,11,52,21.2,41,17,1,16,17,43,8,0,1619,13,174,734,731,84,1619,41,65,63.1,33,23,1298,108,79,60.4,84.0,17,2,28.0,10,2.42,52,18,34,1.48,0.35,43.7,15.2,28.5,1.24,0.61,0,17,18,2,32,14,0,0,0,113,13,31,29.5,2,28,13,46.4,1.22,0.57,0.07,0.15,14.9,0,0.1,-0.8,-0.8
440,Fabio Silva,POR,FW,Wolves,18,2002,32,11,1369,15.2,4,3,3,1,1,2,0,0.26,0.2,0.46,0.2,0.39,5.3,4.5,1.0,5.5,0.35,0.07,0.41,0.29,0.36,237,330,71.8,2728,324,153,190,80.5,52,77,67.5,5,14,35.7,3,1.0,0.4,2.0,11,7,5,0,13,330,300,30,0,1,1,5,2,0,0,0,0,237,0,7,28,1.84,16,0,2,7,3,0,3,0.2,2,0,0,0,1,0,6,4,1,4,1,4,12,33.3,8,12,1,11,4,10,5,1,504,9,42,232,231,79,503,7,21,33.3,45,21,357,75,43,40.0,85.0,7,21,21.0,6,1.03,18,29,-11,-0.72,-0.5,16.6,22.3,-5.7,-0.38,-0.06,0,20,21,5,5,4,1,0,0,43,34,70,32.7,4,47,16,34.0,3.09,1.05,0.06,0.19,13.0,0,0.1,-1.3,-1.5
441,Thiago Silva,BRA,DF,Chelsea,35,1984,23,23,1935,21.5,2,0,2,0,0,5,1,0.09,0.0,0.09,0.09,0.09,1.7,1.7,0.3,2.0,0.08,0.01,0.09,0.08,0.09,1809,1952,92.7,34651,13256,615,647,95.1,997,1035,96.3,176,233,75.5,0,0.3,0.5,-0.3,5,107,8,0,71,1952,1892,55,51,0,8,3,4,0,0,0,0,1809,5,4,24,1.12,23,0,0,1,0,0,1,0.05,1,0,0,0,0,0,20,12,11,8,1,14,21,66.7,7,21,13,8,33,53,86,1,2131,243,932,1148,53,19,2131,2,3,66.7,8,2,1633,1,84,56.6,84.0,20,0,0.0,2,1.61,33,20,13,0.6,0.06,37.5,16.2,21.3,0.99,0.33,1,13,16,0,3,12,0,0,0,133,47,27,63.5,2,13,4,30.8,0.6,0.19,0.15,0.5,8.8,0,0.13,0.3,0.3
442,Moussa Sissoko,FRA,MF,Tottenham,30,1989,25,15,1585,17.6,0,0,0,0,0,3,0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.1,0.4,0.01,0.01,0.02,0.01,0.02,679,811,83.7,10344,2252,336,383,87.7,247,282,87.6,44,69,63.8,0,0.1,0.3,-0.1,4,42,6,1,33,811,758,52,12,0,7,9,40,0,0,0,0,679,1,10,18,1.02,16,0,1,0,0,1,2,0.11,2,0,0,0,0,0,22,16,19,3,0,8,20,40.0,12,11,4,7,23,45,25,0,950,52,267,529,169,11,950,18,27,66.7,18,14,592,24,63,46.3,89.0,14,10,25.0,10,1.56,22,22,0,0.0,-1.13,19.8,22.4,-2.6,-0.15,-0.47,0,22,9,0,9,16,0,0,0,113,16,22,42.1,0,3,1,33.3,0.17,0.06,0.0,0.0,13.0,0,0.07,-0.2,-0.2
443,Islam Slimani,ALG,FW,Leicester City,32,1988,1,0,20,0.2,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.1,0.28,0.23,0.5,0.28,0.5,6,9,66.7,73,12,5,6,83.3,1,2,50.0,0,0,0.0,0,0.1,0.0,-0.1,1,1,0,0,0,9,9,0,0,0,0,0,0,0,0,0,0,6,0,0,1,4.5,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,12,0,0,6,6,2,12,0,0,0.0,1,0,10,4,20,0.6,0.0,0,1,20.0,0,0.0,0,1,-1,-4.5,-5.0,0.3,0.3,0.0,0.22,-0.04,0,0,0,0,0,0,0,0,0,1,2,1,66.7,0,1,0,0.0,4.5,0.0,0.0,0.0,10.8,0,0.06,-0.1,-0.1
444,William Smallbone,IRL,MF,Southampton,20,2000,3,2,172,1.9,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,0.03,0.0,0.03,0.03,0.03,61,78,78.2,920,189,35,35,100.0,21,28,75.0,4,10,40.0,0,0.0,0.0,0.0,0,5,1,0,5,78,78,0,0,0,1,5,0,0,0,0,0,61,0,1,4,2.09,3,0,0,1,0,0,0,0.0,0,0,0,0,0,0,6,3,2,4,0,1,3,33.3,2,5,0,5,2,8,1,0,95,1,11,55,30,1,95,0,0,0.0,2,2,62,6,57,5.0,68.0,0,1,36.0,5,0.0,1,5,-4,-2.09,-1.62,1.9,2.5,-0.6,-0.31,0.0,0,3,2,0,5,3,0,0,0,12,2,4,33.3,0,1,1,100.0,0.52,0.52,0.0,0.0,19.6,0,0.05,-0.1,-0.1
445,Emile Smith Rowe,ENG,"MF,FW",Arsenal,20,2000,20,18,1440,16.0,2,4,2,0,0,0,0,0.12,0.25,0.37,0.12,0.37,1.8,1.8,3.4,5.1,0.11,0.21,0.32,0.11,0.32,648,746,86.9,8625,1644,408,446,91.5,186,203,91.6,21,31,67.7,4,3.4,2.6,0.6,27,45,14,1,39,746,735,10,5,1,0,17,2,0,0,0,0,648,1,20,49,3.06,40,0,4,2,3,0,7,0.44,6,0,0,1,0,0,14,7,5,5,4,6,17,35.3,11,15,1,14,10,24,12,0,883,15,143,394,358,45,883,10,30,33.3,38,7,700,82,72,42.1,78.0,7,2,18.0,3,2.0,31,10,21,1.31,1.54,25.0,14.8,10.1,0.63,0.7,0,5,20,4,17,7,0,0,0,79,4,10,28.6,2,13,4,30.8,0.81,0.25,0.15,0.5,17.8,0,0.14,0.2,0.2
446,Robert Snodgrass,SCO,"MF,FW",West Brom,32,1987,8,6,526,5.8,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.4,0.7,0.04,0.07,0.12,0.04,0.12,107,141,75.9,1632,503,56,66,84.8,39,57,68.4,7,9,77.8,0,0.4,0.5,-0.4,3,11,3,1,7,141,138,2,0,0,0,8,0,0,0,0,0,107,1,0,5,0.86,5,0,0,0,0,0,1,0.17,1,0,0,0,0,0,17,12,12,4,1,10,16,62.5,6,11,2,9,1,18,12,0,215,19,62,90,66,9,215,4,8,50.0,8,4,104,15,66,15.4,82.0,3,2,17.0,2,0.63,7,14,-7,-1.2,-0.14,7.0,7.5,-0.6,-0.09,0.88,0,8,13,1,8,12,0,0,0,38,9,13,40.9,0,4,1,25.0,0.68,0.17,0.0,0.0,18.3,1,0.06,-0.2,-0.2
447,Robert Snodgrass,SCO,"FW,MF",West Ham,32,1987,3,0,5,0.1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,4,100.0,43,15,3,3,100.0,1,1,100.0,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,4,0,0,2,36.0,1,0,0,0,1,0,1,18.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,4,0,1,0,3,0,4,0,0,0.0,0,0,4,0,2,0.1,0.0,0,3,2.0,8,1.67,1,0,1,18.0,17.63,0.1,0.4,-0.3,-5.49,-5.68,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
448,Cedric Soares,POR,DF,Arsenal,28,1991,10,8,746,8.3,0,1,0,0,0,1,0,0.0,0.12,0.12,0.0,0.12,0.3,0.3,0.9,1.2,0.03,0.11,0.15,0.03,0.15,349,469,74.4,5184,1901,208,237,87.8,108,152,71.1,21,50,42.0,1,0.9,0.6,0.1,6,33,6,2,22,469,383,85,16,0,2,34,69,0,0,0,0,349,1,8,15,1.81,10,2,2,0,1,0,2,0.24,2,0,0,0,0,0,12,8,6,4,2,6,21,28.6,15,6,1,5,8,20,16,1,536,21,143,236,165,12,536,5,11,45.5,10,9,333,14,75,21.8,87.0,7,2,26.0,15,1.7,16,11,5,0.6,0.23,13.2,9.0,4.2,0.51,0.36,0,6,5,0,34,8,0,0,0,40,7,12,36.8,0,7,2,28.6,0.84,0.24,0.0,0.0,25.2,1,0.04,-0.3,-0.3
449,Tomas Soucek,CZE,MF,West Ham,25,1995,38,38,3419,38.0,10,1,10,0,0,7,1,0.26,0.03,0.29,0.26,0.29,8.4,8.4,2.0,10.4,0.22,0.05,0.27,0.22,0.27,1218,1623,75.0,20258,5713,586,774,75.7,450,583,77.2,121,151,80.1,1,2.0,2.4,-1.0,18,127,7,1,92,1623,1594,26,22,0,13,9,4,0,0,0,0,1218,3,18,59,1.55,44,1,1,6,5,2,8,0.21,7,0,0,1,0,0,78,41,37,36,5,28,77,36.4,49,43,18,25,62,140,107,0,2078,156,575,1134,386,102,2078,16,29,55.2,42,21,1163,47,90,100.0,90.0,37,0,0.0,0,1.71,62,47,15,0.39,0.39,55.4,48.7,6.7,0.18,0.18,0,69,43,2,9,41,0,1,1,246,227,160,58.7,10,64,23,35.9,1.68,0.61,0.16,0.43,12.3,0,0.13,1.6,1.6
450,Caglar Soyuncu,TUR,DF,Leicester City,24,1996,23,19,1819,20.2,1,0,1,0,0,2,0,0.05,0.0,0.05,0.05,0.05,0.7,0.7,0.5,1.2,0.03,0.02,0.06,0.03,0.06,1244,1423,87.4,21098,7015,528,572,92.3,617,682,90.5,73,133,54.9,0,0.5,0.3,-0.5,7,76,5,3,67,1423,1370,52,21,0,16,10,31,0,0,0,0,1244,1,7,12,0.59,7,1,1,1,0,2,0,0.0,0,0,0,0,0,0,27,17,13,14,0,17,30,56.7,13,12,9,3,28,55,80,1,1606,136,700,846,67,25,1606,4,6,66.7,8,4,1133,1,79,53.2,90.0,19,4,27.0,2,1.87,42,30,12,0.59,0.26,33.4,25.9,7.5,0.37,0.24,0,18,15,0,10,17,0,0,0,91,61,36,62.9,1,10,3,30.0,0.49,0.15,0.1,0.33,10.4,0,0.07,0.3,0.3
452,Dale Stephens,ENG,MF,Burnley,31,1989,7,3,261,2.9,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.2,0.06,0.0,0.06,0.06,0.06,98,120,81.7,1601,436,44,54,81.5,37,42,88.1,12,14,85.7,0,0.0,0.1,0.0,0,8,2,0,11,120,119,0,0,0,0,0,0,0,0,0,0,98,1,1,4,1.38,3,0,0,0,1,0,0,0.0,0,0,0,0,0,0,11,6,2,7,2,3,6,50.0,3,3,0,3,8,19,2,0,157,2,22,104,31,4,157,1,2,50.0,3,5,79,0,37,7.6,67.0,1,4,15.0,19,0.43,1,4,-3,-1.03,-0.49,1.5,2.7,-1.2,-0.4,0.0,0,8,2,0,0,6,0,0,0,21,5,2,71.4,0,4,0,0.0,1.38,0.0,0.0,0.0,21.4,0,0.04,-0.2,-0.2
453,Jack Stephens,ENG,DF,Southampton,26,1994,18,17,1537,17.1,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,0.8,0.8,0.3,1.1,0.05,0.02,0.06,0.05,0.06,860,1067,80.6,15605,6205,351,403,87.1,415,477,87.0,78,149,52.3,0,0.3,0.3,-0.3,6,67,9,0,55,1067,1008,57,21,0,9,2,36,0,0,0,0,860,2,11,17,1.0,16,0,0,0,0,1,0,0.0,0,0,0,0,0,0,34,19,19,15,0,17,38,44.7,21,25,14,11,28,62,64,2,1238,115,537,641,69,11,1238,2,5,40.0,12,5,801,2,85,44.9,88.0,15,1,45.0,20,1.0,18,39,-21,-1.23,-1.23,17.9,28.6,-10.7,-0.62,-0.57,0,8,9,0,2,19,0,0,0,101,20,18,52.6,0,6,2,33.3,0.35,0.12,0.0,0.0,9.2,0,0.13,-0.8,-0.8
454,Raheem Sterling,ENG,FW,Manchester City,25,1994,31,28,2536,28.2,10,7,10,0,1,4,0,0.35,0.25,0.6,0.35,0.6,11.0,10.2,5.7,15.9,0.39,0.2,0.59,0.36,0.57,966,1141,84.7,11107,1934,689,748,92.1,187,222,84.2,17,30,56.7,7,5.7,5.3,1.3,37,45,27,1,50,1141,1120,19,8,0,2,20,6,0,0,0,0,966,2,37,108,3.83,77,0,13,8,9,1,15,0.53,9,0,3,2,1,0,21,10,5,12,4,5,12,41.7,7,15,0,15,15,36,4,0,1444,4,67,569,825,216,1443,66,122,54.1,62,83,1230,236,82,74.2,89.0,25,3,19.0,5,2.19,58,23,35,1.24,-0.39,53.9,23.2,30.7,1.09,0.34,0,36,41,9,20,10,2,0,0,99,9,21,30.0,10,69,28,40.6,2.45,0.99,0.14,0.36,14.5,3,0.15,-1.0,-0.2
455,Enda Stevens,IRL,DF,Sheffield Utd,30,1990,30,30,2700,30.0,0,1,0,0,0,6,0,0.0,0.03,0.03,0.0,0.03,1.3,1.3,1.6,2.9,0.04,0.05,0.1,0.04,0.1,1108,1459,75.9,16993,7284,627,703,89.2,375,482,77.8,77,186,41.4,1,1.6,1.7,-0.6,17,88,33,10,86,1459,1238,206,11,0,9,64,195,0,0,0,0,1108,15,31,40,1.33,36,0,0,1,2,1,5,0.17,3,0,0,0,1,1,59,26,32,19,8,33,58,56.9,25,41,12,29,22,81,81,1,1770,110,526,784,476,45,1770,20,35,57.1,45,29,986,38,90,78.9,90.0,30,0,0.0,0,0.47,13,54,-41,-1.37,-1.12,23.5,51.0,-27.5,-0.92,-0.66,0,33,10,3,64,26,0,0,0,168,35,33,51.5,0,16,4,25.0,0.53,0.13,0.0,0.0,17.4,0,0.08,-1.3,-1.3
456,John Stones,ENG,DF,Manchester City,26,1994,22,22,1933,21.5,4,0,4,0,0,0,1,0.19,0.0,0.19,0.19,0.19,1.8,1.8,0.1,1.8,0.08,0.0,0.09,0.08,0.09,1620,1737,93.3,27840,8399,682,711,95.9,807,843,95.7,96,133,72.2,0,0.1,0.4,-0.1,2,115,4,0,70,1737,1717,20,11,0,10,1,9,0,0,0,0,1620,0,9,18,0.84,14,0,1,1,1,1,2,0.09,2,0,0,0,0,0,21,10,13,5,3,9,14,64.3,5,23,15,8,18,39,56,1,1886,137,676,1099,119,17,1886,10,11,90.9,4,2,1515,2,88,56.5,88.0,21,0,0.0,12,2.5,53,12,41,1.91,1.3,42.2,13.5,28.6,1.33,0.77,0,7,9,1,1,10,0,0,0,106,38,19,66.7,4,15,5,33.3,0.7,0.23,0.27,0.8,13.9,0,0.12,2.2,2.2
457,Pascal Struijk,NED,"DF,MF",Leeds United,20,1999,27,22,2075,23.1,1,0,1,0,0,3,0,0.04,0.0,0.04,0.04,0.04,1.7,1.7,0.1,1.8,0.07,0.01,0.08,0.07,0.08,1118,1301,85.9,21896,7066,343,390,87.9,653,700,93.3,106,176,60.2,0,0.1,0.3,-0.1,4,53,2,1,53,1301,1271,29,26,0,13,1,3,0,0,0,0,1118,1,7,13,0.56,12,0,0,1,0,0,1,0.04,1,0,0,0,0,0,49,30,28,19,2,17,28,60.7,11,35,21,14,47,96,92,0,1578,200,893,613,77,20,1578,4,5,80.0,10,9,1008,6,77,60.7,83.0,18,5,48.0,10,1.56,38,32,6,0.26,0.13,29.5,33.5,-4.0,-0.17,-0.29,0,26,7,0,1,30,0,1,0,129,46,48,48.9,1,14,4,28.6,0.61,0.17,0.07,0.25,9.8,0,0.12,-0.7,-0.7
458,Japhet Tanganga,ENG,DF,Tottenham,21,1999,6,6,487,5.4,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,0.6,1.1,0.08,0.12,0.2,0.08,0.2,195,239,81.6,2640,997,121,136,89.0,59,67,88.1,6,18,33.3,0,0.6,0.4,-0.6,1,5,3,1,10,239,201,38,2,1,2,4,36,0,0,0,0,195,0,6,3,0.55,2,0,0,0,0,1,0,0.0,0,0,0,0,0,0,5,4,3,2,0,1,3,33.3,2,6,5,1,3,8,15,0,275,25,102,126,54,4,275,9,13,69.2,2,5,153,6,81,14.2,81.0,4,0,0.0,8,1.17,7,8,-1,-0.18,-0.92,9.2,9.1,0.1,0.02,-0.1,0,11,7,0,4,4,0,0,0,28,12,14,46.2,0,2,0,0.0,0.37,0.0,0.0,0.0,6.3,0,0.22,-0.4,-0.4
459,Matt Targett,ENG,DF,Aston Villa,24,1995,38,38,3404,37.8,0,2,0,0,0,7,0,0.0,0.05,0.05,0.0,0.05,0.3,0.3,2.5,2.8,0.01,0.07,0.07,0.01,0.07,1647,2189,75.2,27404,13149,879,1006,87.4,565,742,76.1,159,314,50.6,2,2.5,3.1,-0.5,38,161,47,14,179,2189,1755,422,61,1,13,146,347,14,10,2,0,1647,12,44,81,2.14,58,19,0,0,3,1,9,0.24,6,2,0,0,1,0,83,39,52,20,11,56,88,63.6,32,40,14,26,55,138,102,1,2497,159,765,1083,670,35,2497,15,25,60.0,24,6,1345,80,90,99.5,90.0,37,0,0.0,0,1.45,55,44,11,0.29,11.54,52.4,50.3,2.2,0.06,4.15,0,28,22,0,146,39,0,1,0,177,71,50,58.7,0,6,2,33.3,0.16,0.05,0.0,0.0,21.8,1,0.04,-0.3,-0.3
460,James Tarkowski,ENG,DF,Burnley,27,1992,36,36,3240,36.0,1,0,1,0,0,6,0,0.03,0.0,0.03,0.03,0.03,3.4,3.4,1.2,4.5,0.09,0.03,0.13,0.09,0.13,889,1279,69.5,19153,8451,285,379,75.2,408,520,78.5,172,319,53.9,0,1.2,1.3,-1.2,12,69,17,2,69,1279,1229,41,36,0,25,6,5,0,0,0,0,889,9,8,29,0.81,19,4,0,2,2,2,0,0.0,0,0,0,0,0,0,66,39,52,11,3,25,49,51.0,24,54,42,12,44,110,163,1,1675,245,814,735,131,65,1675,12,14,85.7,17,4,788,12,90,94.7,90.0,36,0,0.0,0,1.08,31,50,-19,-0.53,0.97,37.4,52.8,-15.4,-0.43,-0.44,0,27,29,3,6,39,0,0,0,160,165,71,69.9,1,22,5,22.7,0.61,0.14,0.05,0.2,9.2,0,0.15,-2.4,-2.4
461,Percy Tau,RSA,FW,Brighton,26,1994,3,1,103,1.1,0,1,0,0,0,0,0,0.0,0.87,0.87,0.0,0.87,0.0,0.0,0.4,0.4,0.0,0.36,0.36,0.0,0.36,24,33,72.7,282,53,15,18,83.3,7,7,100.0,0,2,0.0,1,0.4,0.3,0.6,3,1,0,0,1,33,31,2,0,1,0,2,0,1,0,1,0,24,0,1,5,4.37,4,0,1,0,0,0,1,0.87,1,0,0,0,0,0,1,1,1,0,0,0,2,0.0,2,1,0,1,0,1,1,0,43,1,5,20,19,2,43,3,3,100.0,5,1,29,6,34,3.0,67.0,0,2,18.0,13,1.33,1,2,-1,-0.87,-0.74,0.6,1.4,-0.8,-0.7,-1.14,0,0,1,0,2,1,0,0,0,3,0,5,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
462,Sidnei Tavares,POR,MF,Leicester City,18,2001,2,1,85,0.9,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,0.06,0.0,0.06,0.06,0.06,18,26,69.2,273,42,10,18,55.6,8,8,100.0,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0,2,26,25,1,1,0,0,0,0,0,0,0,0,18,0,0,1,1.06,0,0,0,1,0,0,0,0.0,0,0,0,0,0,0,1,1,0,1,0,0,0,0.0,0,1,1,0,0,1,0,0,33,0,6,20,8,0,33,1,1,100.0,2,3,26,5,43,2.5,71.0,0,1,14.0,2,2.0,1,1,0,0.0,-0.49,0.9,0.7,0.1,0.12,-0.14,0,1,3,0,0,1,0,0,0,6,1,1,50.0,0,1,1,100.0,1.06,1.06,0.0,0.0,24.6,0,0.06,-0.1,-0.1
