,Player,Nation,Pos,Squad,Age,Born,Playing Time | MP,Playing Time | Starts,Playing Time | Min,Playing Time | 90s,Performance | Gls,Performance | Ast,Performance | G-PK,Performance | PK,Performance | PKatt,Performance | CrdY,Performance | CrdR,Per 90 Minutes | Gls,Per 90 Minutes | Ast,Per 90 Minutes | G+A,Per 90 Minutes | G-PK,Per 90 Minutes | G+A-PK,Expected | xG,Expected | npxG,Expected | xAG,Expected | npxG+xAG,Per 90 Minutes | xG,Per 90 Minutes | xAG,Per 90 Minutes | xG+xAG,Per 90 Minutes | npxG,Per 90 Minutes | npxG+xAG,Cmp,Total | Att,Total | Cmp%,Total | TotDist,Total | PrgDist,Short | Cmp,Short | Att,Short | Cmp%,Medium | Cmp,Medium | Att,Medium | Cmp%,Long | Cmp,Long | Att,Long | Cmp%,Ast,xAG,xA,A-xAG,KP,1/3,PPA,CrsPA,Prog,Att,Pass Types | Live,Pass Types | Dead,Pass Types | FK,Pass Types | TB,Pass Types | Sw,Pass Types | Crs,Pass Types | TI,Pass Types | CK,Corner Kicks | In,Corner Kicks | Out,Corner Kicks | Str,Outcomes | Cmp,Outcomes | Off,Outcomes | Blocks,SCA | SCA,SCA | SCA90,SCA Types | PassLive,SCA Types | PassDead,SCA Types | Drib,SCA Types | Sh,SCA Types | Fld,SCA Types | Def,GCA | GCA,GCA | GCA90,GCA Types | PassLive,GCA Types | PassDead,GCA Types | Drib,GCA Types | Sh,GCA Types | Fld,GCA Types | Def,Tackles | Tkl,Tackles | TklW,Tackles | Def 3rd,Tackles | Mid 3rd,Tackles | Att 3rd,Vs Dribbles | Tkl,Vs Dribbles | Att,Vs Dribbles | Tkl%,Vs Dribbles | Past,Blocks | Blocks,Blocks | Sh,Blocks | Pass,Int,Tkl+Int,Clr,Err,Touches | Touches,Touches | Def Pen,Touches | Def 3rd,Touches | Mid 3rd,Touches | Att 3rd,Touches | Att Pen,Touches | Live,Dribbles | Succ,Dribbles | Att,Dribbles | Succ%,Dribbles | Mis,Dribbles | Dis,Receiving | Rec,Receiving | Prog,Playing Time | Mn/MP,Playing Time | Min%,Starts | Mn/Start,Starts | Compl,Subs | Subs,Subs | Mn/Sub,Subs | unSub,Team Success | PPM,Team Success | onG,Team Success | onGA,Team Success | +/-,Team Success | +/-90,Team Success | On-Off,Team Success (xG) | onxG,Team Success (xG) | onxGA,Team Success (xG) | xG+/-,Team Success (xG) | xG+/-90,Team Success (xG) | On-Off,Performance | 2CrdY,Performance | Fls,Performance | Fld,Performance | Off,Crs,TklW,Performance | PKwon,Performance | PKcon,Performance | OG,Performance | Recov,Aerial Duels | Won,Aerial Duels | Lost,Aerial Duels | Won%,Gls,Standard | Sh,Standard | SoT,Standard | SoT%,Standard | Sh/90,Standard | SoT/90,Standard | G/Sh,Standard | G/SoT,Standard | Dist,Standard | FK,Expected | npxG/Sh,Expected | G-xG,Expected | np:G-xG
448,Isaac Success,NGA,"FW,MF",Watford,23,1996,5,0,70,0.8,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.1,0.07,0.07,0.14,0.07,0.14,14,20,70.0,149,26,7,11,63.6,4,6,66.7,0,0,0.0,0,0.1,0.0,-0.1,1,0,2,0,2,20,19,1,0,0,0,2,1,0,0,0,0,14,0,0,5,6.43,3,0,0,1,1,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,1,1,0,0,32,0,2,10,20,1,32,1,3,33.3,5,2,30,6,14,2.0,0.0,0,5,14.0,7,0.8,0,3,-3,-3.86,-3.19,0.5,2.3,-1.7,-2.24,-2.04,0,2,2,0,2,0,0,0,0,2,0,8,0.0,0.0,1.0,1.0,100.0,1.29,1.29,0.0,0.0,10.7,0.0,0.05,-0.1,-0.1
449,Ki Sung-yueng,KOR,MF,Newcastle Utd,30,1989,3,1,137,1.5,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.05,0.05,0.0,0.05,63,71,88.7,1166,277,30,33,90.9,21,21,100.0,10,13,76.9,0,0.1,0.1,-0.1,2,4,0,0,1,71,65,6,3,0,1,5,0,3,3,0,0,63,0,0,4,2.63,3,1,0,0,0,0,0,0.0,0,0,0,0,0,0,1,1,0,1,0,1,3,33.3,2,1,0,1,3,4,2,0,78,3,21,40,17,0,78,2,2,100.0,1,2,51,1,46,4.0,73.0,0,2,32.0,2,0.33,0,6,-6,-3.94,-3.56,0.9,2.6,-1.7,-1.09,-0.31,0,1,3,0,5,1,0,0,0,4,2,0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
450,Andrew Surman,ENG,MF,Bournemouth,32,1986,5,2,235,2.6,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.01,0.02,0.02,0.01,0.02,105,130,80.8,1812,472,49,60,81.7,40,48,83.3,11,16,68.8,0,0.0,0.1,0.0,1,6,1,0,5,130,120,10,8,0,2,3,0,2,1,1,0,105,0,0,1,0.38,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,4,2,2,2,0,1,3,33.3,2,1,0,1,1,5,5,1,153,9,52,83,20,0,153,0,0,0.0,4,2,84,1,47,6.9,89.0,1,3,19.0,24,1.2,2,6,-4,-1.53,-0.94,4.1,7.0,-3.0,-1.14,-0.73,0,1,1,0,3,2,0,0,0,18,4,6,40.0,0.0,1.0,0.0,0.0,0.38,0.0,0.0,0.0,26.6,0.0,0.02,0.0,0.0
451,Sam Surridge,ENG,"FW,MF",Bournemouth,21,1998,4,0,27,0.3,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.1,0.6,1.75,0.19,1.94,1.75,1.94,5,11,45.5,72,21,2,6,33.3,3,4,75.0,0,0,0.0,0,0.1,0.0,-0.1,1,1,1,0,1,11,9,1,0,0,0,1,0,0,0,0,0,5,1,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,1,0,1,1,1,0,0,21,0,2,6,13,6,21,1,2,50.0,3,1,16,4,7,0.8,0.0,0,4,7.0,8,0.75,0,2,-2,-6.67,-6.06,0.9,1.6,-0.8,-2.51,-2.07,0,2,1,0,1,0,0,0,0,1,4,5,44.4,0.0,2.0,0.0,0.0,6.67,0.0,0.0,0.0,11.9,0.0,0.26,-0.5,-0.5
452,Japhet Tanganga,ENG,DF,Tottenham,20,1999,6,6,525,5.8,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.1,0.01,0.01,0.02,0.01,0.02,190,236,80.5,2682,911,112,123,91.1,62,78,79.5,6,15,40.0,0,0.1,0.0,-0.1,1,8,0,0,10,236,201,35,2,0,0,2,33,0,0,0,0,190,0,4,5,0.86,4,0,0,0,0,1,0,0.0,0,0,0,0,0,0,17,9,10,6,1,10,17,58.8,7,7,6,1,11,28,31,2,322,35,133,162,32,2,322,6,7,85.7,13,5,160,3,88,15.4,88.0,5,0,0.0,9,0.83,6,7,-1,-0.17,-0.64,6.4,13.3,-6.9,-1.18,-1.2,0,8,4,0,2,9,0,0,0,27,18,11,62.1,0.0,3.0,1.0,33.3,0.51,0.17,0.0,0.0,27.1,0.0,0.02,-0.1,-0.1
453,Matt Targett,ENG,"DF,MF",Aston Villa,23,1995,28,27,2291,25.5,1,2,1,0,0,4,0,0.04,0.08,0.12,0.04,0.12,0.4,0.4,2.6,3.0,0.02,0.1,0.12,0.02,0.12,883,1229,71.8,14497,6305,485,543,89.3,305,421,72.4,75,193,38.9,2,2.6,2.8,-0.6,26,76,27,11,105,1229,988,236,30,3,12,81,196,10,9,0,0,883,5,25,63,2.47,48,8,0,1,1,5,5,0.2,4,0,0,1,0,0,52,29,37,11,4,22,53,41.5,31,28,8,20,56,108,82,0,1481,118,491,627,382,24,1481,8,21,38.1,16,14,768,40,82,67.0,83.0,22,1,54.0,2,1.0,30,40,-10,-0.39,0.88,31.7,45.3,-13.6,-0.54,0.25,0,27,17,0,81,29,0,0,0,122,36,37,49.3,1.0,7.0,4.0,57.1,0.27,0.16,0.14,0.25,16.5,1.0,0.06,0.6,0.6
454,James Tarkowski,ENG,DF,Burnley,26,1992,38,38,3420,38.0,2,2,2,0,0,10,0,0.05,0.05,0.11,0.05,0.11,2.1,2.1,3.1,5.2,0.06,0.08,0.14,0.06,0.14,960,1365,70.3,19438,8052,315,396,79.5,488,615,79.3,141,291,48.5,2,3.1,2.2,-1.1,15,69,9,0,73,1365,1331,27,23,0,15,4,4,0,0,0,0,960,7,9,34,0.89,27,0,0,4,0,3,7,0.18,5,0,0,2,0,0,66,43,47,19,0,31,54,57.4,23,63,47,16,63,129,204,4,1841,307,869,878,102,72,1841,13,13,100.0,17,4,797,2,90,100.0,90.0,38,0,0.0,0,1.42,43,50,-7,-0.18,0.0,47.4,49.8,-2.4,-0.06,0.0,0,49,32,3,4,43,0,0,0,180,196,69,74.0,2.0,21.0,5.0,23.8,0.55,0.13,0.1,0.4,9.1,0.0,0.1,-0.1,-0.1
455,Charlie Taylor,ENG,DF,Burnley,25,1993,24,22,1945,21.6,0,1,0,0,0,3,0,0.0,0.05,0.05,0.0,0.05,0.0,0.0,0.9,1.0,0.0,0.04,0.04,0.0,0.04,747,1075,69.5,12302,5230,388,445,87.2,289,380,76.1,60,188,31.9,1,0.9,1.0,0.1,12,43,21,17,48,1075,792,278,9,0,3,88,269,0,0,0,0,747,5,32,30,1.39,23,2,0,0,2,3,2,0.09,1,1,0,0,0,0,39,24,26,9,4,19,39,48.7,20,29,9,20,29,68,78,1,1330,100,402,611,333,9,1330,19,40,47.5,22,11,612,14,81,56.9,85.0,20,2,41.0,6,1.63,24,18,6,0.28,1.07,24.8,29.4,-4.5,-0.21,-0.34,0,17,28,2,88,24,0,0,0,111,45,27,62.5,0.0,1.0,0.0,0.0,0.05,0.0,0.0,0.0,22.2,0.0,0.03,0.0,0.0
456,Neil Taylor,WAL,DF,Aston Villa,30,1989,14,11,1091,12.1,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.4,0.6,0.01,0.03,0.05,0.01,0.05,410,522,78.5,5944,2497,230,249,92.4,153,193,79.3,13,39,33.3,0,0.4,0.2,-0.4,5,22,4,1,29,522,423,97,5,0,1,9,92,0,0,0,0,410,2,13,9,0.74,9,0,0,0,0,0,2,0.16,2,0,0,0,0,0,16,11,12,4,0,11,20,55.0,9,15,5,10,20,36,43,0,634,59,232,292,113,5,634,2,2,100.0,5,2,327,9,78,31.9,85.0,10,3,52.0,13,0.79,11,25,-14,-1.15,-0.69,12.2,20.2,-8.0,-0.66,-0.06,0,8,6,0,9,11,0,0,0,56,9,15,37.5,0.0,3.0,0.0,0.0,0.25,0.0,0.0,0.0,15.1,0.0,0.06,-0.2,-0.2
457,Nathan Tella,ENG,FW,Southampton,20,1999,1,0,3,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.27,0.0,1.27,1.27,1.27,0,1,0.0,0,0,0,1,0.0,0,0,0.0,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,30.0,0,0,0,0,1,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,2,0,0,1,1,1,2,0,0,0.0,0,0,2,1,3,0.1,0.0,0,1,3.0,2,3.0,0,0,0,0.0,0.24,0.1,0.0,0.1,3.4,3.31,0,0,1,0,0,0,0,0,0,0,1,1,50.0,0.0,1.0,1.0,100.0,30.0,30.0,0.0,0.0,17.7,0.0,0.04,0.0,0.0
458,Alexander Tettey,NOR,"MF,DF",Norwich City,33,1986,30,28,2338,26.0,1,1,1,0,0,5,0,0.04,0.04,0.08,0.04,0.08,0.8,0.8,0.5,1.4,0.03,0.02,0.05,0.03,0.05,1142,1299,87.9,17374,4413,603,658,91.6,439,476,92.2,58,94,61.7,1,0.5,0.6,0.5,5,63,4,1,37,1299,1280,19,16,1,0,4,2,1,0,0,0,1142,0,18,23,0.89,19,0,1,2,0,1,1,0.04,1,0,0,0,0,0,23,18,7,16,0,11,39,28.2,28,20,9,11,43,66,72,1,1530,120,535,868,139,11,1530,15,20,75.0,18,8,954,11,78,68.4,82.0,13,2,25.0,3,0.67,17,44,-27,-1.04,0.79,22.0,43.6,-21.5,-0.83,-0.17,0,21,7,0,4,18,0,0,0,165,35,29,54.7,1.0,23.0,3.0,13.0,0.89,0.12,0.04,0.33,24.7,0.0,0.04,0.2,0.2
459,Jordan Thomas,ENG,FW,Norwich City,18,2001,1,0,1,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,1,0.0,0.0,0,1,1.0,3,0.0,0,0,0,0.0,1.29,0.0,0.1,-0.1,-6.07,-5.29,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
460,Luke Thomas,ENG,"MF,DF",Leicester City,18,2001,3,3,267,3.0,0,1,0,0,0,0,0,0.0,0.34,0.34,0.0,0.34,0.0,0.0,0.6,0.6,0.0,0.21,0.21,0.0,0.21,154,196,78.6,2412,729,86,99,86.9,52,69,75.4,14,20,70.0,1,0.6,0.6,0.4,10,10,9,8,10,196,166,30,3,0,1,16,27,0,0,0,0,154,0,5,14,4.72,14,0,0,0,0,0,1,0.34,1,0,0,0,0,0,1,0,0,1,0,0,3,0.0,3,2,0,2,3,4,7,0,218,5,37,103,82,5,218,3,3,100.0,7,3,149,8,89,7.8,89.0,2,0,0.0,0,1.0,2,4,-2,-0.67,-1.47,5.0,2.6,2.5,0.83,0.42,0,1,3,0,16,0,0,0,0,12,5,8,38.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
461,Max Thompson,ENG,FW,Burnley,17,2002,1,0,3,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,3,0.1,0.0,0,1,3.0,8,0.0,0,0,0,0.0,0.18,0.0,0.0,0.0,0.0,0.06,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
462,Youri Tielemans,BEL,MF,Leicester City,22,1997,37,32,2828,31.4,3,6,3,0,0,2,0,0.1,0.19,0.29,0.1,0.29,2.7,2.7,4.5,7.2,0.09,0.14,0.23,0.09,0.23,1504,1885,79.8,25455,6846,705,804,87.7,569,679,83.8,155,258,60.1,6,4.5,3.8,1.5,52,170,40,6,141,1885,1772,102,47,13,24,81,13,40,10,19,1,1504,11,35,107,3.41,90,6,3,2,5,1,10,0.32,10,0,0,0,0,0,52,29,17,30,5,24,74,32.4,50,43,4,39,22,74,18,0,2168,27,321,1183,681,51,2168,29,48,60.4,47,27,1612,102,76,82.7,86.0,21,5,17.0,1,1.59,57,35,22,0.7,0.09,52.0,38.8,13.2,0.42,-0.11,0,32,49,1,81,29,0,0,0,188,25,30,45.5,3.0,56.0,13.0,23.2,1.78,0.41,0.05,0.23,23.8,0.0,0.05,0.3,0.3
463,Kieran Tierney,SCO,"DF,MF",Arsenal,22,1997,15,12,989,11.0,1,1,1,0,0,2,0,0.09,0.09,0.18,0.09,0.18,0.2,0.2,1.0,1.2,0.02,0.09,0.11,0.02,0.11,426,571,74.6,7168,2283,210,237,88.6,178,236,75.4,34,66,51.5,1,1.0,0.5,0.0,6,21,10,7,33,571,478,90,7,0,2,44,83,0,0,0,0,426,3,11,12,1.09,10,1,1,0,0,0,3,0.27,2,1,0,0,0,0,20,16,13,6,1,11,15,73.3,4,10,4,6,9,29,37,1,673,40,227,262,193,14,673,12,15,80.0,11,5,388,23,66,28.9,78.0,6,3,18.0,4,1.47,18,16,2,0.18,-0.04,12.4,19.0,-6.6,-0.6,-0.54,0,8,12,0,44,16,0,1,0,60,9,15,37.5,1.0,6.0,2.0,33.3,0.55,0.18,0.17,0.5,20.6,0.0,0.04,0.8,0.8
464,James Tomkins,ENG,DF,Crystal Palace,30,1989,18,18,1582,17.6,1,1,1,0,0,5,0,0.06,0.06,0.11,0.06,0.11,1.1,1.1,0.1,1.2,0.06,0.01,0.07,0.06,0.07,535,676,79.1,11121,3879,151,177,85.3,301,341,88.3,78,145,53.8,1,0.1,0.1,0.9,2,23,1,0,12,676,647,27,25,1,6,1,2,0,0,0,0,535,2,2,7,0.4,6,0,0,0,0,1,1,0.06,1,0,0,0,0,0,29,17,21,8,0,18,25,72.0,7,17,15,2,21,50,103,0,883,129,563,297,32,21,883,1,2,50.0,5,1,464,4,88,46.3,88.0,16,0,0.0,3,0.89,15,23,-8,-0.46,0.08,13.8,27.3,-13.5,-0.77,-0.4,0,14,10,1,1,17,0,0,0,82,60,32,65.2,1.0,9.0,2.0,22.2,0.51,0.11,0.11,0.5,8.9,0.0,0.12,-0.1,-0.1
465,Fikayo Tomori,ENG,DF,Chelsea,21,1997,15,15,1291,14.3,1,0,1,0,0,3,0,0.07,0.0,0.07,0.07,0.07,0.4,0.4,0.1,0.6,0.03,0.01,0.04,0.03,0.04,1019,1167,87.3,18441,6114,362,395,91.6,575,617,93.2,66,119,55.5,0,0.1,0.3,-0.1,4,49,3,1,35,1167,1147,20,8,3,4,4,12,0,0,0,0,1019,0,9,21,1.46,19,0,0,1,0,1,2,0.14,2,0,0,0,0,0,29,16,21,8,0,10,15,66.7,5,13,7,6,22,51,48,2,1317,120,676,596,52,9,1317,9,12,75.0,11,4,971,1,86,37.7,86.0,13,0,0.0,12,1.93,27,18,9,0.63,0.37,26.6,14.4,12.2,0.85,0.08,0,7,6,1,4,16,0,0,0,95,34,28,54.8,1.0,7.0,3.0,42.9,0.49,0.21,0.14,0.33,14.6,0.0,0.06,0.6,0.6
466,Lucas Torreira,URU,MF,Arsenal,23,1996,29,17,1512,16.8,1,1,1,0,0,7,0,0.06,0.06,0.12,0.06,0.12,1.4,1.4,0.8,2.2,0.08,0.05,0.13,0.08,0.13,798,919,86.8,14097,3578,314,348,90.2,400,439,91.1,59,82,72.0,1,0.8,1.0,0.2,15,52,5,0,57,919,884,33,19,2,4,12,2,12,6,3,0,798,2,7,34,2.02,26,3,2,2,1,0,2,0.12,2,0,0,0,0,0,31,16,11,15,5,16,39,41.0,23,24,8,16,34,65,24,0,1094,55,287,628,188,25,1094,17,23,73.9,18,9,719,23,52,44.2,76.0,8,12,18.0,4,1.48,23,23,0,0.0,-0.38,19.5,24.9,-5.5,-0.33,-0.19,0,24,43,0,12,16,0,0,0,107,10,21,32.3,1.0,21.0,6.0,28.6,1.25,0.36,0.05,0.17,18.8,0.0,0.07,-0.4,-0.4
467,Cenk Tosun,TUR,FW,Crystal Palace,28,1991,5,2,177,2.0,1,0,1,0,0,0,0,0.51,0.0,0.51,0.51,0.51,0.5,0.5,0.6,1.1,0.27,0.29,0.55,0.27,0.55,28,44,63.6,395,135,15,21,71.4,8,13,61.5,3,4,75.0,0,0.6,0.2,-0.6,1,2,3,0,5,44,42,0,0,0,0,2,0,0,0,0,0,28,2,0,2,1.02,1,0,0,1,0,0,0,0.0,0,0,0,0,0,0,2,2,2,0,0,0,2,0.0,2,0,0,0,0,2,1,0,66,2,10,30,27,7,66,6,6,100.0,3,5,53,10,35,5.2,74.0,0,3,10.0,0,1.6,1,2,-1,-0.51,-0.01,2.0,3.8,-1.8,-0.93,-0.39,0,4,4,1,2,2,0,0,0,6,6,17,26.1,1.0,4.0,2.0,50.0,2.03,1.02,0.25,0.5,12.4,0.0,0.13,0.5,0.5
468,Cenk Tosun,TUR,FW,Everton,28,1991,5,2,291,3.2,1,0,1,0,0,0,0,0.31,0.0,0.31,0.31,0.31,1.0,1.0,0.2,1.1,0.29,0.05,0.35,0.29,0.35,39,60,65.0,508,111,24,30,80.0,8,13,61.5,3,7,42.9,0,0.2,0.1,-0.2,4,3,3,0,4,60,59,1,0,0,3,2,0,0,0,0,0,39,0,2,8,2.47,6,0,1,1,0,0,0,0.0,0,0,0,0,0,0,2,0,0,0,2,0,1,0.0,1,1,0,1,0,2,1,0,90,1,3,24,63,27,90,1,1,100.0,8,3,68,25,58,8.5,82.0,1,3,43.0,11,1.0,2,4,-2,-0.62,-0.33,3.9,3.6,0.3,0.1,0.03,0,4,4,1,2,0,0,0,0,6,6,20,23.1,1.0,11.0,3.0,27.3,3.4,0.93,0.09,0.33,14.2,0.0,0.09,0.0,0.0
469,Andros Townsend,ENG,"FW,MF",Crystal Palace,28,1991,24,14,1294,14.4,1,1,1,0,0,0,0,0.07,0.07,0.14,0.07,0.14,0.4,0.4,1.9,2.3,0.03,0.13,0.16,0.03,0.16,328,473,69.3,4834,1596,193,217,88.9,99,137,72.3,19,70,27.1,1,1.9,2.0,-0.9,13,23,24,12,28,473,435,36,9,1,3,67,11,9,6,0,1,328,2,20,31,2.16,24,1,2,3,1,0,2,0.14,2,0,0,0,0,0,34,21,12,17,5,15,37,40.5,22,18,0,18,15,49,10,1,641,16,112,264,284,17,641,38,53,71.7,32,35,405,50,54,37.8,81.0,8,10,16.0,5,1.04,8,23,-15,-1.04,-0.87,11.6,22.3,-10.7,-0.75,-0.3,0,9,26,1,67,21,0,0,0,97,4,11,26.7,1.0,12.0,5.0,41.7,0.83,0.35,0.08,0.2,26.1,1.0,0.03,0.6,0.6
470,Adama Traore,ESP,"FW,DF",Wolves,23,1996,37,27,2605,28.9,4,9,4,0,0,1,0,0.14,0.31,0.45,0.14,0.45,3.8,3.8,6.6,10.4,0.13,0.23,0.36,0.13,0.36,614,952,64.5,9406,2530,335,425,78.8,202,311,65.0,41,97,42.3,9,6.6,6.5,2.4,48,55,41,28,61,952,895,56,0,9,3,183,55,0,0,0,0,614,1,49,111,3.83,67,0,31,1,10,2,15,0.52,11,0,3,0,1,0,33,21,6,14,13,8,23,34.8,15,19,3,16,13,46,14,2,1320,24,135,546,685,106,1320,183,246,74.4,88,65,1004,156,70,76.2,86.0,18,10,29.0,1,1.57,44,33,11,0.38,0.38,43.7,28.6,15.1,0.52,0.41,0,39,77,6,183,21,0,0,0,118,45,52,46.4,4.0,43.0,12.0,27.9,1.49,0.41,0.09,0.33,19.8,0.0,0.09,0.2,0.2
472,Trezeguet,EGY,"FW,MF",Aston Villa,24,1994,34,20,1950,21.7,6,1,6,0,0,4,1,0.28,0.05,0.32,0.28,0.32,4.7,4.7,1.0,5.8,0.22,0.05,0.27,0.22,0.27,291,441,66.0,4192,1097,174,210,82.9,80,137,58.4,21,46,45.7,1,1.0,1.2,0.0,21,19,13,7,28,441,416,23,3,0,1,67,8,11,4,4,0,291,2,17,57,2.63,32,4,7,7,5,2,4,0.18,1,0,1,0,2,0,38,16,18,15,5,9,44,20.5,35,23,2,21,25,63,18,0,759,21,130,265,378,74,759,30,64,46.9,71,20,492,127,57,57.0,78.0,5,14,27.0,3,0.91,22,28,-6,-0.28,0.95,20.6,37.7,-17.1,-0.79,-0.39,1,35,32,6,67,16,1,0,0,79,28,44,38.9,6.0,50.0,17.0,34.0,2.31,0.78,0.12,0.35,17.4,4.0,0.09,1.3,1.3
473,Leandro Trossard,BEL,"FW,MF",Brighton,24,1994,31,22,2011,22.3,5,3,5,0,0,0,0,0.22,0.13,0.36,0.22,0.36,5.0,5.0,3.9,9.0,0.23,0.18,0.4,0.23,0.4,562,802,70.1,9853,2867,265,337,78.6,214,290,73.8,65,105,61.9,3,3.9,3.0,-0.9,42,51,30,4,85,802,754,45,17,2,14,75,14,12,4,7,0,562,3,24,91,4.07,65,11,7,4,3,1,9,0.4,5,2,1,1,0,0,22,17,7,12,3,6,38,15.8,32,16,1,15,9,31,8,0,1021,15,109,391,538,94,1021,29,53,54.7,51,33,747,164,65,58.8,81.0,10,9,26.0,3,0.97,23,34,-11,-0.49,-0.24,27.4,32.9,-5.5,-0.25,0.01,0,14,11,4,75,17,0,0,0,100,2,17,10.5,5.0,41.0,11.0,26.8,1.83,0.49,0.12,0.45,16.0,0.0,0.12,0.0,0.0
474,Tom Trybull,GER,MF,Norwich City,26,1993,16,14,1130,12.6,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.1,0.6,0.04,0.01,0.05,0.04,0.05,566,615,92.0,8879,2697,313,329,95.1,196,213,92.0,42,46,91.3,0,0.1,0.1,-0.1,3,34,0,0,24,615,599,16,16,0,9,0,0,0,0,0,0,566,0,6,10,0.8,8,0,0,1,0,1,2,0.16,2,0,0,0,0,0,39,25,15,18,6,16,60,26.7,44,20,5,15,16,55,35,0,773,55,230,487,64,9,773,6,7,85.7,16,7,484,2,71,33.0,77.0,4,2,29.0,14,0.63,12,25,-13,-1.04,0.38,12.3,19.5,-7.2,-0.57,0.3,0,26,11,2,0,25,0,0,0,63,23,14,62.2,0.0,11.0,2.0,18.2,0.88,0.16,0.0,0.0,18.4,0.0,0.04,-0.5,-0.5
475,Axel Tuanzebe,ENG,DF,Manchester Utd,21,1997,5,2,189,2.1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,132,149,88.6,2097,517,72,79,91.1,44,47,93.6,12,16,75.0,0,0.0,0.0,0.0,0,6,0,0,4,149,136,13,1,0,1,1,12,0,0,0,0,132,0,2,2,0.95,1,0,0,0,1,0,0,0.0,0,0,0,0,0,0,2,2,0,2,0,1,2,50.0,1,1,0,1,5,7,5,1,175,8,51,101,24,0,175,0,3,0.0,1,2,113,0,38,5.5,90.0,2,3,3.0,9,1.6,1,3,-2,-0.95,-1.84,1.9,3.1,-1.2,-0.57,-1.29,0,3,3,0,1,2,0,0,0,15,3,11,21.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
476,Yan Valery,TUN,DF,Southampton,20,1999,11,10,779,8.7,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,1.0,1.3,0.03,0.12,0.15,0.03,0.15,191,320,59.7,2961,1141,107,135,79.3,71,117,60.7,10,47,21.3,0,1.0,0.8,-1.0,2,9,2,1,12,320,232,88,1,1,2,11,87,0,0,0,0,191,0,10,9,1.04,5,1,3,0,0,0,1,0.12,0,0,1,0,0,0,20,7,9,7,4,11,19,57.9,8,9,1,8,13,33,32,2,448,28,131,196,129,12,448,14,27,51.9,14,19,168,17,71,22.8,76.0,4,1,15.0,10,0.91,9,20,-11,-1.27,-1.34,11.2,14.3,-3.0,-0.35,-0.57,0,7,8,3,11,7,0,0,0,45,20,17,54.1,0.0,3.0,2.0,66.7,0.35,0.23,0.0,0.0,15.5,0.0,0.08,-0.3,-0.3
